id_reproducao,id_usuario,id_musica,data_reproducao,hora_reproducao,duracao,tipo_reproducao
replay_798,9979qepe31nkz8uaknawmtpmd,4Y6GIje3GErVRIq1Ff5BJq,2024-10-26,14:18:47.149482,226533,normal
replay_799,9979qepe31nkz8uaknawmtpmd,4kLLWz7srcuLKA7Et40PQR,2024-10-26,14:18:47.149482,289133,normal
replay_800,9979qepe31nkz8uaknawmtpmd,4z6qtN4iZ7MPVZYCtiSgsM,2024-10-26,14:18:47.149482,208105,normal
replay_801,9979qepe31nkz8uaknawmtpmd,50ruR1ueH4wroJBpJOnjQS,2024-10-26,14:18:47.149482,205395,normal
replay_802,9979qepe31nkz8uaknawmtpmd,51QEyJI5M7uyd8DOh9tqQY,2024-10-26,14:18:47.149482,246755,normal
replay_803,9979qepe31nkz8uaknawmtpmd,57RA3JGafJm5zRtKJiKPIm,2024-10-26,14:18:47.149482,178000,normal
replay_804,9979qepe31nkz8uaknawmtpmd,5Fli1xRi01bvCjsZvKWro0,2024-10-26,14:18:47.149482,202466,normal
replay_805,9979qepe31nkz8uaknawmtpmd,5HFvMPiNjclAq8DbEAPWMw,2024-10-26,14:18:47.149482,170109,normal
replay_806,9979qepe31nkz8uaknawmtpmd,5HeKOKc4phmLn8e4I7EkzD,2024-10-26,14:18:47.149482,229120,normal
replay_807,9979qepe31nkz8uaknawmtpmd,5TTGoX70AFrTvuEtqHK37S,2024-10-26,14:18:47.149482,243131,normal
replay_808,9979qepe31nkz8uaknawmtpmd,5r5cp9IpziiIsR6b93vcnQ,2024-10-26,14:18:47.149482,198440,normal
replay_809,9979qepe31nkz8uaknawmtpmd,5rgy6ghBq1eRApCkeUdJXf,2024-10-26,14:18:47.149482,250626,normal
replay_810,9979qepe31nkz8uaknawmtpmd,63OQupATfueTdZMWTxW03A,2024-10-26,14:18:47.149482,264066,normal
replay_811,9979qepe31nkz8uaknawmtpmd,65cQN8pUC0dkKryUhEqJPh,2024-10-26,14:18:47.149482,194625,normal
replay_812,9979qepe31nkz8uaknawmtpmd,6ADSaE87h8Y3lccZlBJdXH,2024-10-26,14:18:47.149482,295515,normal
replay_813,9979qepe31nkz8uaknawmtpmd,6Qyc6fS4DsZjB2mRW9DsQs,2024-10-26,14:18:47.149482,289533,normal
replay_814,9979qepe31nkz8uaknawmtpmd,6RZmhpvukfyeSURhf4kZ0d,2024-10-26,14:18:47.149482,239266,normal
replay_815,9979qepe31nkz8uaknawmtpmd,6ReKt5x6FVUXTMdWNC6GAQ,2024-10-26,14:18:47.149482,182653,normal
replay_816,9979qepe31nkz8uaknawmtpmd,6WTFHKrnZpwEBLRS10Ylqs,2024-10-26,14:18:47.149482,74378,normal
replay_817,9979qepe31nkz8uaknawmtpmd,6WlmEymaXKMRs3D2c4j6os,2024-10-26,14:18:47.149482,141040,normal
replay_818,9979qepe31nkz8uaknawmtpmd,6Zgd7SomLTZkL1WPh4CUnV,2024-10-26,14:18:47.149482,277466,normal
replay_819,9979qepe31nkz8uaknawmtpmd,6d67Xv8ms2noA8wWFLiPDN,2024-10-26,14:18:47.149482,228800,normal
replay_820,9979qepe31nkz8uaknawmtpmd,6gaWfLDoeG1eoiDAVBN4i8,2024-10-26,14:18:47.149482,246120,normal
replay_821,9979qepe31nkz8uaknawmtpmd,6h7IpnPY2C269Gmkz1f9E9,2024-10-26,14:18:47.149482,284400,normal
replay_822,9979qepe31nkz8uaknawmtpmd,7MXVkk9YMctZqd1Srtv4MB,2024-10-26,14:18:47.149482,230453,normal
replay_823,9979qepe31nkz8uaknawmtpmd,7bfocP7GYoLOutUYpTI8tx,2024-10-26,14:18:47.149482,230826,normal
replay_824,9979qepe31nkz8uaknawmtpmd,7brQHA2CgQpcMBiOlfiXYb,2024-10-26,14:18:47.149482,251186,normal
replay_825,9979qepe31nkz8uaknawmtpmd,7lpmIGFw7Kc9qIdq4cGs34,2024-10-26,14:18:47.149482,266611,normal
replay_826,9979qepe31nkz8uaknawmtpmd,7nSataGo54Le0IfcFQCFLN,2024-10-26,14:18:47.149482,205984,normal
replay_827,9979qepe31nkz8uaknawmtpmd,7pn5QXr2LTeGsgHyCaJxDo,2024-10-26,14:18:47.149482,208626,normal
replay_828,9979qepe31nkz8uaknawmtpmd,7vjzFWG4neQ9YYMN9yZ9hr,2024-10-26,14:18:47.149482,220160,normal
replay_829,9979qepe31nkz8uaknawmtpmd,7yNf9YjeO5JXUE3JEBgnYc,2024-10-26,14:18:47.149482,97960,normal
replay_830,9979qepe31nkz8uaknawmtpmd,04OSnqlwlBJMvidYccraVz,2024-10-26,14:18:47.149482,198400,normal
replay_831,9979qepe31nkz8uaknawmtpmd,0KyAGiNGUytG5JLxJu4F6l,2024-10-26,14:18:47.149482,178352,normal
replay_832,9979qepe31nkz8uaknawmtpmd,0VF7YLIxSQKyNiFL3X6MmN,2024-10-26,14:18:47.149482,217026,normal
replay_833,9979qepe31nkz8uaknawmtpmd,1FkoVC85Ds3mFoK0fVqEqP,2024-10-26,14:18:47.149482,257826,normal
replay_834,9979qepe31nkz8uaknawmtpmd,1KIJclzEbNhSVw8tiHPWwE,2024-10-26,14:18:47.149482,189160,normal
replay_835,9979qepe31nkz8uaknawmtpmd,1LAlLBTGBUO0MDA8IbSysd,2024-10-26,14:18:47.149482,236000,normal
replay_836,9979qepe31nkz8uaknawmtpmd,2lwwrWVKdf3LR9lbbhnr6R,2024-10-26,14:18:47.149482,208466,normal
replay_837,9979qepe31nkz8uaknawmtpmd,2vWBUC9djv6BtiGlmKiQaH,2024-10-26,14:18:47.149482,212750,normal
replay_838,9979qepe31nkz8uaknawmtpmd,32XaqPVTVkkuOiOPQZ3SpA,2024-10-26,14:18:47.149482,193928,normal
replay_839,9979qepe31nkz8uaknawmtpmd,3w3y8KPTfNeOKPiqUTakBh,2024-10-26,14:18:47.149482,233478,normal
replay_840,9979qepe31nkz8uaknawmtpmd,4UyAtnwhaKv7EG1BdkBYRI,2024-10-26,14:18:47.149482,187973,normal
replay_841,9979qepe31nkz8uaknawmtpmd,4XYdH6H7haUCeEm9YezQ9K,2024-10-26,14:18:47.149482,271226,normal
replay_842,9979qepe31nkz8uaknawmtpmd,4xlEKYv7HmC8zXoJIbpZKM,2024-10-26,14:18:47.149482,215266,normal
replay_843,9979qepe31nkz8uaknawmtpmd,52LL3IFB8N3PaJmoZ8Xii1,2024-10-26,14:18:47.149482,274281,normal
replay_844,9979qepe31nkz8uaknawmtpmd,5TmFTHZp7HjBXjjsFvCY6h,2024-10-26,14:18:47.149482,223111,normal
replay_845,9979qepe31nkz8uaknawmtpmd,5VGlqQANWDKJFl0MBG3sg2,2024-10-26,14:18:47.149482,230760,normal
replay_846,9979qepe31nkz8uaknawmtpmd,5W8YXBz9MTIDyrpYaCg2Ky,2024-10-26,14:18:47.149482,199906,normal
replay_847,9979qepe31nkz8uaknawmtpmd,5cZqsjVs6MevCnAkasbEOX,2024-10-26,14:18:47.149482,166706,normal
replay_848,9979qepe31nkz8uaknawmtpmd,5wq8wceQvaFlOZovDtfr0j,2024-10-26,14:18:47.149482,233733,normal
replay_849,9979qepe31nkz8uaknawmtpmd,5yDL13y5giogKs2fSNf7sj,2024-10-26,14:18:47.149482,197935,normal
replay_850,9979qepe31nkz8uaknawmtpmd,62yJjFtgkhUrXktIoSjgP2,2024-10-26,14:18:47.149482,186813,normal
replay_851,9979qepe31nkz8uaknawmtpmd,6QeYSvYqYUsfBzsApbjDHO,2024-10-26,14:18:47.149482,198960,normal
replay_852,9979qepe31nkz8uaknawmtpmd,6RKGBcDtgzXx21zUjpeu6F,2024-10-26,14:18:47.149482,230773,normal
replay_853,9979qepe31nkz8uaknawmtpmd,6nTiIhLmQ3FWhvrGafw2zj,2024-10-26,14:18:47.149482,176346,normal
replay_854,9979qepe31nkz8uaknawmtpmd,6p8DGrcAUBuLUgDIKcUn0P,2024-10-26,14:18:47.149482,256071,normal
replay_855,9979qepe31nkz8uaknawmtpmd,6qn9YLKt13AGvpq9jfO8py,2024-10-26,14:18:47.149482,215226,normal
replay_856,9979qepe31nkz8uaknawmtpmd,7ySUcLPVX7KudhnmNcgY2D,2024-10-26,14:18:47.149482,243600,normal
replay_857,9979qepe31nkz8uaknawmtpmd,00Mb3DuaIH1kjrwOku9CGU,2024-10-26,14:18:47.149482,204000,normal
replay_858,9979qepe31nkz8uaknawmtpmd,02KgB1Qyk4PrFweUMGl9NO,2024-10-26,14:18:47.149482,196813,normal
replay_859,9979qepe31nkz8uaknawmtpmd,05A9GC5OxmgvvRji2SCVzh,2024-10-26,14:18:47.149482,235066,normal
replay_860,9979qepe31nkz8uaknawmtpmd,08EGci2waTPGjDRtjJ5cKf,2024-10-26,14:18:47.149482,183750,normal
replay_861,9979qepe31nkz8uaknawmtpmd,08Wzb4yEK5GVmZ8fn7gJgz,2024-10-26,14:18:47.149482,170181,normal
replay_862,9979qepe31nkz8uaknawmtpmd,0A0z2PjpgmnaROhc4r43ek,2024-10-26,14:18:47.149482,188200,normal
replay_863,9979qepe31nkz8uaknawmtpmd,0DGh2Tj0Ar6XhcxxUHk66T,2024-10-26,14:18:47.149482,200552,normal
replay_864,9979qepe31nkz8uaknawmtpmd,0Dv8OfSPwrXmNNbE70b9Dq,2024-10-26,14:18:47.149482,360680,normal
replay_865,9979qepe31nkz8uaknawmtpmd,0EUiQoy3DiXLeNqZtylmoX,2024-10-26,14:18:47.149482,175815,normal
replay_866,9979qepe31nkz8uaknawmtpmd,0Fe3WxeO6lZZxj7ytvbDUh,2024-10-26,14:18:47.149482,246173,normal
replay_867,9979qepe31nkz8uaknawmtpmd,0KaG0WOECuTihIpOL27l4U,2024-10-26,14:18:47.149482,172123,normal
replay_868,9979qepe31nkz8uaknawmtpmd,0Ln5tJyLX5qusquBOtq7wf,2024-10-26,14:18:47.149482,252279,normal
replay_869,9979qepe31nkz8uaknawmtpmd,0LtOwyZoSNZKJWHqjzADpW,2024-10-26,14:18:47.149482,192960,normal
replay_870,9979qepe31nkz8uaknawmtpmd,0MEQNyNQA8huagTIfAnqGC,2024-10-26,14:18:47.149482,223765,normal
replay_871,9979qepe31nkz8uaknawmtpmd,0MHHAIjPAd3OSfBS3H0fPg,2024-10-26,14:18:47.149482,235400,normal
replay_872,9979qepe31nkz8uaknawmtpmd,0MV8NQXGDMR0EKX314JlN9,2024-10-26,14:18:47.149482,228120,normal
replay_873,9979qepe31nkz8uaknawmtpmd,0NlGoUyOJSuSHmngoibVAs,2024-10-26,14:18:47.149482,305746,normal
replay_874,9979qepe31nkz8uaknawmtpmd,0SBgqjWlmhPfz5HTl9yHp3,2024-10-26,14:18:47.149482,281546,normal
replay_875,9979qepe31nkz8uaknawmtpmd,0SfcG65T1KKCj5NQffpzQR,2024-10-26,14:18:47.149482,153790,normal
replay_876,9979qepe31nkz8uaknawmtpmd,0Sg9bWEaPtDO2JE7qwcMvy,2024-10-26,14:18:47.149482,178640,normal
replay_877,9979qepe31nkz8uaknawmtpmd,0TQ8ZHFhrbH9I0WRjIzOCQ,2024-10-26,14:18:47.149482,219093,normal
replay_878,9979qepe31nkz8uaknawmtpmd,0Tjw5aLMwzCki7ADdLwddL,2024-10-26,14:18:47.149482,237186,normal
replay_879,9979qepe31nkz8uaknawmtpmd,0UV5zxRMz6AO4ZwUOZNIKI,2024-10-26,14:18:47.149482,234800,normal
replay_880,9979qepe31nkz8uaknawmtpmd,0WiGCyWZGybqm3uzqxfMfE,2024-10-26,14:18:47.149482,200470,normal
replay_881,9979qepe31nkz8uaknawmtpmd,0YywjDvFudcaHG74NuWISy,2024-10-26,14:18:47.149482,256236,normal
replay_882,9979qepe31nkz8uaknawmtpmd,0ZKADlisfLLW2eAw0iRYMX,2024-10-26,14:18:47.149482,137872,normal
replay_883,9979qepe31nkz8uaknawmtpmd,0elXIl26ZrovBULLTrEGK6,2024-10-26,14:18:47.149482,210639,normal
replay_884,9979qepe31nkz8uaknawmtpmd,0fYVliAYKHuPmECRs1pbRf,2024-10-26,14:18:47.149482,195200,normal
replay_885,9979qepe31nkz8uaknawmtpmd,0ol2q99AlHxhZc0uU0goXv,2024-10-26,14:18:47.149482,112815,normal
replay_886,9979qepe31nkz8uaknawmtpmd,0pg4ptWsO9eMH6nEhrM9fD,2024-10-26,14:18:47.149482,223853,normal
replay_887,9979qepe31nkz8uaknawmtpmd,0pqnGHJpmpxLKifKRmU6WP,2024-10-26,14:18:47.149482,204346,normal
replay_888,9979qepe31nkz8uaknawmtpmd,0sBZFhb48e66taL3vW0uTC,2024-10-26,14:18:47.149482,226671,normal
replay_889,9979qepe31nkz8uaknawmtpmd,0w5Bdu51Ka25Pf3hojsKHh,2024-10-26,14:18:47.149482,182693,normal
replay_890,9979qepe31nkz8uaknawmtpmd,0wEeW8Bwr0fHXuS2zLiDXk,2024-10-26,14:18:47.149482,182792,normal
replay_891,9979qepe31nkz8uaknawmtpmd,0xOeB16JDbBJBJKSdHbElT,2024-10-26,14:18:47.149482,310893,normal
replay_892,9979qepe31nkz8uaknawmtpmd,0ybqIdmbhgdtzC4dRQN9Bp,2024-10-26,14:18:47.149482,278560,normal
replay_893,9979qepe31nkz8uaknawmtpmd,11QJKeC4SQPxQwih8u9RT5,2024-10-26,14:18:47.149482,212969,normal
replay_894,9979qepe31nkz8uaknawmtpmd,12pdXFcruNcPUbZypKUDgz,2024-10-26,14:18:47.149482,214360,normal
replay_895,9979qepe31nkz8uaknawmtpmd,14CsqOaDkOkrZ49UJLtuOJ,2024-10-26,14:18:47.149482,340560,normal
replay_896,9979qepe31nkz8uaknawmtpmd,15I2gq8Nill5zwxabTFD6f,2024-10-26,14:18:47.149482,206573,normal
replay_897,9979qepe31nkz8uaknawmtpmd,19yQabrINYmgQ90n0BErqA,2024-10-26,14:18:47.149482,201786,normal
replay_898,9979qepe31nkz8uaknawmtpmd,1CUBl8jUjfmNVbZ60Ofnyy,2024-10-26,14:18:47.149482,195030,normal
replay_899,9979qepe31nkz8uaknawmtpmd,1D2ISRyHAs9QBHIWVQIbgM,2024-10-26,14:18:47.149482,226333,normal
replay_900,9979qepe31nkz8uaknawmtpmd,1DqoQsvOtn23gDx6Up6cX5,2024-10-26,14:18:47.149482,244026,normal
replay_901,9979qepe31nkz8uaknawmtpmd,1GmKceWV5iB6HPKPu4Y0e5,2024-10-26,14:18:47.149482,112815,normal
replay_902,9979qepe31nkz8uaknawmtpmd,1HftNZIg4wO2Meqx4ufsGE,2024-10-26,14:18:47.149482,242365,normal
replay_903,9979qepe31nkz8uaknawmtpmd,1JSTJqkT5qHq8MDJnJbRE1,2024-10-26,14:18:47.149482,253920,normal
replay_904,9979qepe31nkz8uaknawmtpmd,1KdwN8duEFR3W2662CvqIk,2024-10-26,14:18:47.149482,243600,normal
replay_905,9979qepe31nkz8uaknawmtpmd,1O6VaJSIYeWP6or9glYkOw,2024-10-26,14:18:47.149482,163426,normal
replay_906,9979qepe31nkz8uaknawmtpmd,1OfUrC6pimoGSJXgoPUuML,2024-10-26,14:18:47.149482,332480,normal
replay_907,9979qepe31nkz8uaknawmtpmd,1VTfyoInWsDVCCcJQiGP61,2024-10-26,14:18:47.149482,204745,normal
replay_908,9979qepe31nkz8uaknawmtpmd,1XGmzt0PVuFgQYYnV2It7A,2024-10-26,14:18:47.149482,231173,normal
replay_909,9979qepe31nkz8uaknawmtpmd,1XmdB9Kha5e5H4PfTSmewn,2024-10-26,14:18:47.149482,253892,normal
replay_910,9979qepe31nkz8uaknawmtpmd,1cHx6qySxSb0QCulFoiuHf,2024-10-26,14:18:47.149482,267546,normal
replay_911,9979qepe31nkz8uaknawmtpmd,1ezFtClxTMcS2AotqjTZX5,2024-10-26,14:18:47.149482,216573,normal
replay_912,9979qepe31nkz8uaknawmtpmd,1k7ZAtPOzRw49KL6CT4MXa,2024-10-26,14:18:47.149482,277185,normal
replay_913,9979qepe31nkz8uaknawmtpmd,1myEOhXztRxUVfaAEQiKkU,2024-10-26,14:18:47.149482,255906,normal
replay_914,9979qepe31nkz8uaknawmtpmd,1oCGnTzFUzeuRQsu1WDY11,2024-10-26,14:18:47.149482,172123,normal
replay_915,9979qepe31nkz8uaknawmtpmd,1odExI7RdWc4BT515LTAwj,2024-10-26,14:18:47.149482,212953,normal
replay_916,9979qepe31nkz8uaknawmtpmd,1pNUmVxDiE8t6P1XxcZAv8,2024-10-26,14:18:47.149482,166520,normal
replay_917,9979qepe31nkz8uaknawmtpmd,1qD6F4egXG4T8niy2nBi8U,2024-10-26,14:18:47.149482,204666,normal
replay_918,9979qepe31nkz8uaknawmtpmd,1qFb85QhwOqpnAKh7ahsGQ,2024-10-26,14:18:47.150478,241466,normal
replay_919,9979qepe31nkz8uaknawmtpmd,1tTV7mRV9uB2Nr9VcwkuFX,2024-10-26,14:18:47.150478,209557,normal
replay_920,9979qepe31nkz8uaknawmtpmd,1uFKBCzeyzzC0CNPSzZf8G,2024-10-26,14:18:47.150478,208741,normal
replay_921,9979qepe31nkz8uaknawmtpmd,1uigwk5hNV84zRd5YQQRTk,2024-10-26,14:18:47.150478,202906,normal
replay_922,9979qepe31nkz8uaknawmtpmd,1vrXDFIfPVfDOH2rM7gFnc,2024-10-26,14:18:47.150478,591159,normal
replay_923,9979qepe31nkz8uaknawmtpmd,1y3bE5i57eUm3hfLAc7h08,2024-10-26,14:18:47.150478,232906,normal
replay_924,9979qepe31nkz8uaknawmtpmd,22svkHXlGZ1LE3mkCROdpD,2024-10-26,14:18:47.150478,257359,normal
replay_925,9979qepe31nkz8uaknawmtpmd,2A3DQcqRgArPwaOP7CWqtQ,2024-10-26,14:18:47.150478,279685,normal
replay_926,9979qepe31nkz8uaknawmtpmd,2Ck6gblyk3UFCVPTh8o3TN,2024-10-26,14:18:47.150478,253013,normal
replay_927,9979qepe31nkz8uaknawmtpmd,2EFNVKr12vuCbwTxGG8Q3q,2024-10-26,14:18:47.150478,222158,normal
replay_928,9979qepe31nkz8uaknawmtpmd,2F79HavLHwJlfvvJOkkIQD,2024-10-26,14:18:47.150478,215626,normal
replay_929,9979qepe31nkz8uaknawmtpmd,2I07Lbee7UvoAdlTAl37AM,2024-10-26,14:18:47.150478,258986,normal
replay_930,9979qepe31nkz8uaknawmtpmd,2JulIfUpaAfpiJgWDH2cL0,2024-10-26,14:18:47.150478,199358,normal
replay_931,9979qepe31nkz8uaknawmtpmd,2L93TdW2GMue1H2zlkt30F,2024-10-26,14:18:47.150478,229293,normal
replay_932,9979qepe31nkz8uaknawmtpmd,2NeAlK7ZMCkm3hiURUn5L4,2024-10-26,14:18:47.150478,150472,normal
replay_933,9979qepe31nkz8uaknawmtpmd,2PAhcPwab2sJz340QHtunD,2024-10-26,14:18:47.150478,265706,normal
replay_934,9979qepe31nkz8uaknawmtpmd,2PIlBukQ6limukVR8Ubb5o,2024-10-26,14:18:47.150478,181400,normal
replay_935,9979qepe31nkz8uaknawmtpmd,2TI5GBkbrrFtZRM5v1heeb,2024-10-26,14:18:47.150478,184000,normal
replay_936,9979qepe31nkz8uaknawmtpmd,2TcpqH7E5bvwQRbBCnwWkY,2024-10-26,14:18:47.150478,245160,normal
replay_937,9979qepe31nkz8uaknawmtpmd,2WCCyU7CazujWXYOqNjsLW,2024-10-26,14:18:47.150478,232760,normal
replay_938,9979qepe31nkz8uaknawmtpmd,2XJ8m0gBrneiefLPsmZLfn,2024-10-26,14:18:47.150478,156951,normal
replay_939,9979qepe31nkz8uaknawmtpmd,2YFYdYxHeoPuuM1fe7VVSo,2024-10-26,14:18:47.150478,181438,normal
replay_940,9979qepe31nkz8uaknawmtpmd,2YWjW3wwQIBLNhxWKBQd16,2024-10-26,14:18:47.150478,176561,normal
replay_941,9979qepe31nkz8uaknawmtpmd,2aI21FnmY7TJVKeMaoQZ0t,2024-10-26,14:18:47.150478,223080,normal
replay_942,9979qepe31nkz8uaknawmtpmd,2aixf3a6pHLUI99s5Jd5nc,2024-10-26,14:18:47.150478,327987,normal
replay_943,9979qepe31nkz8uaknawmtpmd,2bLR9LPyrBiT0F4KohEbop,2024-10-26,14:18:47.150478,204875,normal
replay_944,9979qepe31nkz8uaknawmtpmd,2gxnODNtIvc2qdlEVuV1iR,2024-10-26,14:18:47.150478,255946,normal
replay_945,9979qepe31nkz8uaknawmtpmd,2iH4Akv6ZxoGVZDvCZij48,2024-10-26,14:18:47.150478,75204,normal
replay_946,9979qepe31nkz8uaknawmtpmd,2ihCaVdNZmnHZWt0fvAM7B,2024-10-26,14:18:47.150478,266600,normal
replay_947,9979qepe31nkz8uaknawmtpmd,2jZgzSxNSg1hTCq0ewWHGJ,2024-10-26,14:18:47.150478,187253,normal
replay_948,9979qepe31nkz8uaknawmtpmd,2kVGKMoxr1iR5Kj0MNygDt,2024-10-26,14:18:47.150478,131435,normal
replay_949,9979qepe31nkz8uaknawmtpmd,2kfGoV9a5dbSKCNmUWH2ZF,2024-10-26,14:18:47.150478,255893,normal
replay_950,9979qepe31nkz8uaknawmtpmd,2klj0StczYde6WUHBJo5F6,2024-10-26,14:18:47.150478,212307,normal
replay_951,9979qepe31nkz8uaknawmtpmd,2nMeu6UenVvwUktBCpLMK9,2024-10-26,14:18:47.150478,236053,normal
replay_952,9979qepe31nkz8uaknawmtpmd,2ndWbjiiNBEOrlfToKlABE,2024-10-26,14:18:47.150478,189400,normal
replay_953,9979qepe31nkz8uaknawmtpmd,2njUiGb7riXONG8HEOVQqu,2024-10-26,14:18:47.150478,238000,normal
replay_954,9979qepe31nkz8uaknawmtpmd,2oaK4JLVnmRGIO9ytBE1bt,2024-10-26,14:18:47.150478,302000,normal
replay_955,9979qepe31nkz8uaknawmtpmd,2pA4ip3VIEVcIa3qE02oAX,2024-10-26,14:18:47.150478,174693,normal
replay_956,9979qepe31nkz8uaknawmtpmd,2qWuegI1pmesQPRvzgnokk,2024-10-26,14:18:47.150478,213666,normal
replay_957,9979qepe31nkz8uaknawmtpmd,2t0wwvR15fc3K1ey8OiOaN,2024-10-26,14:18:47.150478,222093,normal
replay_958,9979qepe31nkz8uaknawmtpmd,2z4U9d5OAA4YLNXoCgioxo,2024-10-26,14:18:47.150478,220706,normal
replay_959,9979qepe31nkz8uaknawmtpmd,2zZfKzkPEBEi91DiXvNSmQ,2024-10-26,14:18:47.150478,175793,normal
replay_960,9979qepe31nkz8uaknawmtpmd,310d8Vawp5kYDYrGrrTAzl,2024-10-26,14:18:47.150478,273853,normal
replay_961,9979qepe31nkz8uaknawmtpmd,31hUonEmUsEVd0FMRv1s5r,2024-10-26,14:18:47.150478,242466,normal
replay_962,9979qepe31nkz8uaknawmtpmd,32GS0WiPQaNIOgYFlJWN9E,2024-10-26,14:18:47.150478,248347,normal
replay_963,9979qepe31nkz8uaknawmtpmd,32OlwWuMpZ6b0aN2RZOeMS,2024-10-26,14:18:47.150478,269666,normal
replay_964,9979qepe31nkz8uaknawmtpmd,32zkKx35Et6A515oZKxDkD,2024-10-26,14:18:47.150478,281406,normal
replay_965,9979qepe31nkz8uaknawmtpmd,34iOH7LY3vme5rQxsVILZ4,2024-10-26,14:18:47.150478,208453,normal
replay_966,9979qepe31nkz8uaknawmtpmd,35J9vakuC3f18QTolNAQ6E,2024-10-26,14:18:47.150478,175373,normal
replay_967,9979qepe31nkz8uaknawmtpmd,37ZJ0p5Jm13JPevGcx4SkF,2024-10-26,14:18:47.150478,249293,normal
replay_968,9979qepe31nkz8uaknawmtpmd,3Cb25kZnxnzcUtM8lTOXJ6,2024-10-26,14:18:47.150478,119634,normal
replay_969,9979qepe31nkz8uaknawmtpmd,3DqakvDzU2k4ifmY4s0xTo,2024-10-26,14:18:47.150478,176847,normal
replay_970,9979qepe31nkz8uaknawmtpmd,3E6m7FyKKsatMnreiSxtJi,2024-10-26,14:18:47.150478,214449,normal
replay_971,9979qepe31nkz8uaknawmtpmd,3IMdfcsnzFqIXdk5F5N7MF,2024-10-26,14:18:47.150478,217226,normal
replay_972,9979qepe31nkz8uaknawmtpmd,3IQF4xCQUPicbA4hWfTxPo,2024-10-26,14:18:47.150478,234546,normal
replay_973,9979qepe31nkz8uaknawmtpmd,3Jnxngdff0lVu2rza1GVx6,2024-10-26,14:18:47.150478,167720,normal
replay_974,9979qepe31nkz8uaknawmtpmd,3JvKfv6T31zO0ini8iNItO,2024-10-26,14:18:47.150478,244360,normal
replay_975,9979qepe31nkz8uaknawmtpmd,3K6Ve920N1maYGoXkBvWzq,2024-10-26,14:18:47.150478,236540,normal
replay_976,9979qepe31nkz8uaknawmtpmd,3MtO7ZDS8QnewA39PPuHfO,2024-10-26,14:18:47.150478,209853,normal
replay_977,9979qepe31nkz8uaknawmtpmd,3OpoDVx3Ct42RM68Bvffvy,2024-10-26,14:18:47.150478,278106,normal
replay_978,9979qepe31nkz8uaknawmtpmd,3PfIrDoz19wz7qK7tYeu62,2024-10-26,14:18:47.150478,183290,normal
replay_979,9979qepe31nkz8uaknawmtpmd,3QAF1LHMb2DxPOHf14oqOA,2024-10-26,14:18:47.150478,277666,normal
replay_980,9979qepe31nkz8uaknawmtpmd,3USxtqRwSYz57Ewm6wWRMp,2024-10-26,14:18:47.150478,238805,normal
replay_981,9979qepe31nkz8uaknawmtpmd,3UygY7qW2cvG9Llkay6i1i,2024-10-26,14:18:47.150478,214946,normal
replay_982,9979qepe31nkz8uaknawmtpmd,3VLW5iV89YorFPjo2uaK6w,2024-10-26,14:18:47.150478,229626,normal
replay_983,9979qepe31nkz8uaknawmtpmd,3ZYgTCUKEtxHwMAXq3sGOz,2024-10-26,14:18:47.150478,368293,normal
replay_984,9979qepe31nkz8uaknawmtpmd,3Zwu2K0Qa5sT6teCCHPShP,2024-10-26,14:18:47.150478,203506,normal
replay_985,9979qepe31nkz8uaknawmtpmd,3dEFa9KjOLEZl980ctEEv1,2024-10-26,14:18:47.150478,234526,normal
replay_986,9979qepe31nkz8uaknawmtpmd,3hRV0jL3vUpRrcy398teAU,2024-10-26,14:18:47.150478,208211,normal
replay_987,9979qepe31nkz8uaknawmtpmd,3mD58LYuPxdEqQdYwhrMLF,2024-10-26,14:18:47.150478,179927,normal
replay_988,9979qepe31nkz8uaknawmtpmd,3mFzIFFFmEXTQs6BDAK2ZZ,2024-10-26,14:18:47.150478,280626,normal
replay_989,9979qepe31nkz8uaknawmtpmd,3o4pHqlbe6Ehev2lYnIh5T,2024-10-26,14:18:47.150478,220346,normal
replay_990,9979qepe31nkz8uaknawmtpmd,3pk8OtKwrUKWpqnVjmlien,2024-10-26,14:18:47.150478,212197,normal
replay_991,9979qepe31nkz8uaknawmtpmd,3us8sod4dLbM9FiMiPiEY8,2024-10-26,14:18:47.150478,198626,normal
replay_992,9979qepe31nkz8uaknawmtpmd,3vIIzUU52AKFA19yHA8TCz,2024-10-26,14:18:47.150478,210480,normal
replay_993,9979qepe31nkz8uaknawmtpmd,3vL57lNQWn9DedKLxY0nvt,2024-10-26,14:18:47.150478,197489,normal
replay_994,9979qepe31nkz8uaknawmtpmd,3wQXP3617fqclHgzA7dONN,2024-10-26,14:18:47.150478,300277,normal
replay_995,9979qepe31nkz8uaknawmtpmd,3z7e1YhpDI6M3Cl8ztlt2D,2024-10-26,14:18:47.150478,178626,normal
replay_996,9979qepe31nkz8uaknawmtpmd,3zsRP8rH1kaIAo9fmiP4El,2024-10-26,14:18:47.150478,171653,normal
replay_997,9979qepe31nkz8uaknawmtpmd,40iocOzytrqaRn5RbGPDNp,2024-10-26,14:18:47.150478,208453,normal
replay_998,9979qepe31nkz8uaknawmtpmd,40wZorcwGf1nrAIieX95IU,2024-10-26,14:18:47.150478,163426,normal
replay_999,9979qepe31nkz8uaknawmtpmd,48bo7uexDvAThcRDvEB2W7,2024-10-26,14:18:47.150478,255400,normal
